agency_cd,site_no,peak_dt,peak_tm,peak_va,peak_cd,gage_ht,gage_ht_cd,year_last_pk,ag_dt,ag_tm,ag_gage_ht,ag_gage_ht_cd,peak_dateTime,ag_dateTime
USGS,06308330,1977-03-27,NA,18,NA,2.29,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1978-05-18,NA,75,NA,4.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1979-04-11,NA,3,NA,1.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1980-03-23,NA,2,NA,1.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1981-08-05,NA,17,NA,2.56,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1982-08-09,NA,84,NA,4.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1982-10-28,NA,6,NA,1.79,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1984-05-27,NA,23,NA,2.89,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1985-09-02,NA,96,NA,4.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1986-09-25,NA,118,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1987-08-14,NA,127,NA,5.72,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1988-09-11,NA,13,NA,2.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1989-03-10,NA,35,NA,3.35,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1990-03-01,NA,2,NA,1.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1991-06-24,NA,66,NA,4.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1992-04-19,NA,14,NA,2.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1993-07-04,NA,194,NA,8.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1994-03-03,NA,54,NA,3.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1995-05-13,NA,11,NA,1.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1996-03-10,NA,12,NA,1.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1997-03-05,NA,37,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1998-03-18,NA,12,NA,1.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,1999-08-10,NA,53,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2000-07-11,NA,5.2,NA,1.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2001-07-19,NA,12,NA,1.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2002-04-18,NA,11,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2003-03-20,NA,25,NA,2.54,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2004-03-08,NA,12,NA,1.82,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2005-06-02,NA,101,NA,4.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2006-05-24,NA,62,NA,3.91,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2007-05-06,NA,34,NA,2.93,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2008-05-04,NA,15.9,NA,2.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2009-04-29,NA,5.7,NA,1.23,2,NA,2009-03-25,NA,2.19,1,NA,NA
USGS,06308330,2010-05-25,NA,90,NA,4.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2011-05-12,NA,129,NA,5.85,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2012-07-06,NA,60.3,NA,3.86,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2013-09-07,NA,205,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2014-08-23,NA,52.6,NA,3.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2015-06-18,NA,170,NA,7.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2016-09-25,NA,114,NA,5.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2017-04-10,NA,31.1,NA,2.5,2,NA,2017-03-08,NA,3.78,1,NA,NA
USGS,06308330,2018-06-22,13:05,19.4,NA,2.36,NA,NA,NA,NA,NA,NA,2018-06-22T13:05:00Z,NA
USGS,06308330,2019-07-09,NA,62.4,NA,3.8,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2020-05-24,NA,17.2,NA,2.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308330,2021-05-27,13:00,3.31,NA,1.77,NA,NA,NA,NA,NA,NA,2021-05-27T13:00:00Z,NA
USGS,06308330,2022-07-05,13:00,64.4,NA,4.08,NA,NA,NA,NA,NA,NA,2022-07-05T13:00:00Z,NA
USGS,06308330,2023-05-25,13:00,186,NA,8.14,NA,NA,NA,NA,NA,NA,2023-05-25T13:00:00Z,NA
USGS,06308340,1973-09-03,NA,79,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1974-05-06,NA,37,NA,2.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1975-05-06,NA,378,NA,7.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1976-05-05,NA,28,NA,2.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1977-03-29,NA,15,NA,1.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1978-05-18,NA,182,NA,5.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1979-03-14,NA,55,2,3.48,1,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1980-06-15,NA,35,NA,2.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1981-08-05,NA,6,NA,1.85,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1982-06-07,NA,11,NA,2.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1982-10-28,NA,70,NA,3.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1984-08-02,NA,77,NA,3.48,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1985-09-02,NA,220,NA,5.71,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1986-09-25,NA,78,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1987-08-14,NA,88,NA,3.88,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1988-02-27,NA,6,NA,1.86,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1989-03-10,NA,42,NA,3.14,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1990-07-11,NA,8,NA,2.01,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1991-09-15,NA,20,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1992-04-19,NA,34,NA,2.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1993-07-26,NA,550,NA,9.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1994-03-03,NA,185,NA,5.37,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1995-03-09,NA,18,NA,2.65,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1996-03-10,NA,48,NA,3.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1997-07-21,NA,27,NA,2.77,2,NA,1997-02-15,NA,3.08,1,NA,NA
USGS,06308340,1998-03-18,NA,12,NA,2.24,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,1999-08-10,NA,26,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2000-03-29,NA,9,NA,2.19,1,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2001-07-19,NA,20,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2002-08-21,NA,23,NA,2.67,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2004-07-02,NA,10,NA,4.95,3,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2005-05-08,NA,57,NA,6.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2006-07-02,NA,34,NA,5.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2007-06-07,NA,60,NA,6.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2008-05-04,NA,23,NA,5.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2009-07-04,NA,76,NA,6.43,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2010-05-25,NA,214,NA,8.59,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2011-05-23,NA,208,NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2012-03-07,NA,10,NA,4.85,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2013-05-31,NA,66.7,NA,6.26,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2014-05-10,NA,40,NA,5.75,2,NA,2014-03-10,NA,6.12,1,NA,NA
USGS,06308340,2015-06-18,NA,48,NA,5.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2016-09-25,NA,31.1,NA,5.73,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2017-04-10,NA,28.6,NA,5.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2018-03-17,13:05,133,NA,7.16,NA,NA,NA,NA,NA,NA,2018-03-17T13:05:00Z,NA
USGS,06308340,2019-03-21,NA,62.2,NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2020-05-24,NA,16.4,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308340,2021-03-19,13:00,4.33,NA,4.87,NA,NA,NA,NA,NA,NA,2021-03-19T13:00:00Z,NA
USGS,06308400,1973-09-03,NA,1660,NA,9.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1974-05-31,NA,315,NA,4.98,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1975-05-06,NA,2890,NA,12.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1976-05-05,NA,492,NA,5.82,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1977-04-05,NA,142,NA,3.86,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1978-05-19,NA,2390,NA,11.13,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1980-06-16,NA,36,NA,2.77,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1981-06-14,NA,71,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1982-07-24,NA,521,NA,6,2,NA,1982-02-21,NA,6.4,"1,5",NA,NA
USGS,06308400,1983-02-18,NA,500,2,10.2,"1,2",NA,1983-02-18,1200,10.2,"1,5",NA,1983-02-18T12:00:00Z
USGS,06308400,1984-07-07,NA,241,NA,4.61,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,1985-08-03,NA,696,NA,6.78,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2004-05-23,NA,333,NA,5.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2005-06-08,NA,1480,NA,9.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2006-05-24,NA,2450,NA,11.86,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2007-05-06,NA,1220,NA,8.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2008-05-04,NA,554,NA,6.39,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2009-06-16,NA,542,NA,6.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2010-05-25,NA,2490,NA,11.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2011-05-20,NA,7900,NA,14.41,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2012-01-24,NA,25,"1,2",NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2013-05-31,NA,2150,NA,10.49,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2014-06-18,NA,1300,NA,9.11,2,NA,2014-03-10,NA,9.2,1,NA,NA
USGS,06308400,2015-06-06,NA,458,NA,6.27,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2016-09-25,NA,586,NA,6.69,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308400,2017-03-17,02:15,507,NA,6.38,NA,NA,NA,NA,NA,NA,2017-03-17T02:15:00Z,NA
USGS,06308400,2018-03-24,02:15,1800,2,NA,NA,NA,2018-03-24,0115,11.2,1,2018-03-24T02:15:00Z,2018-03-24T01:15:00Z
USGS,06308500,1938-06-01,NA,2800,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1939-03-23,NA,2560,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1940-07-28,NA,3420,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1941-05-30,NA,3650,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1946-06-12,NA,3140,5,4.94,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1947-03-21,NA,4800,"2,5",NA,NA,NA,1947-03-20,NA,9.65,1,NA,NA
USGS,06308500,1948-06-05,NA,7470,5,7.92,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1949-03-06,NA,12000,5,11.8,1,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1950-06-25,NA,1640,5,NA,NA,NA,1950-04-02,NA,6.76,1,NA,NA
USGS,06308500,1951-09-02,NA,2680,5,4.55,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1952-03-30,NA,7520,5,NA,NA,NA,1952-03-29,NA,11.7,1,NA,NA
USGS,06308500,1953-06-20,NA,3100,5,5.16,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1954-08-17,NA,2780,5,4.92,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1955-05-04,NA,3810,5,5.53,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1956-06-03,NA,3080,5,NA,NA,NA,1956-03-23,NA,9,1,NA,NA
USGS,06308500,1957-04-24,NA,4980,5,NA,NA,NA,1957-03-01,NA,6.33,1,NA,NA
USGS,06308500,1958-07-03,NA,6970,5,7.59,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1959-03-13,NA,5400,5,NA,NA,NA,1959-03-10,NA,7.3,1,NA,NA
USGS,06308500,1960-03-20,NA,6820,5,NA,NA,NA,1960-03-19,NA,12.27,1,NA,NA
USGS,06308500,1961-07-30,NA,1090,5,2.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1962-06-15,NA,13300,5,11.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1963-06-22,NA,5090,5,NA,NA,NA,1963-02-06,NA,7.55,1,NA,NA
USGS,06308500,1964-06-19,NA,5540,5,7.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1965-04-04,NA,10400,5,10.76,2,NA,1965-04-02,NA,11.59,1,NA,NA
USGS,06308500,1966-07-29,NA,1110,5,3.59,2,NA,1966-03-15,NA,5,1,NA,NA
USGS,06308500,1967-06-14,NA,7990,5,9.45,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1968-08-24,NA,5120,5,7.82,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1969-03-18,NA,10000,"2,5",10.55,2,NA,1969-03-19,NA,11.03,1,NA,NA
USGS,06308500,1970-06-01,NA,3430,5,6.49,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1971-02-15,NA,9000,"2,5",13.27,1,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1971-10-03,NA,6430,5,8.66,2,NA,1972-03-13,NA,10.08,1,NA,NA
USGS,06308500,1973-06-19,NA,4330,5,7.15,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1974-06-21,NA,1870,5,4.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1975-05-07,NA,10200,5,10.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1976-06-15,NA,1880,5,4.5,2,NA,1976-02-13,NA,4.55,1,NA,NA
USGS,06308500,1977-05-19,NA,1910,5,4.54,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1978-05-23,NA,8650,5,10.18,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1979-03-17,NA,3700,"2,5",NA,NA,NA,1979-03-15,NA,8.58,1,NA,NA
USGS,06308500,1980-06-16,NA,1170,5,3.63,2,NA,1979-12-07,NA,4.12,1,NA,NA
USGS,06308500,1981-06-14,NA,2250,5,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1982-07-05,NA,1510,5,4.17,2,NA,1982-02-21,NA,10.02,1,NA,NA
USGS,06308500,1983-06-17,NA,1780,5,4.54,2,NA,1983-02-18,NA,5.57,1,NA,NA
USGS,06308500,1984-06-16,NA,3570,5,6.52,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1985-08-03,NA,1220,5,3.68,2,NA,1985-03-19,NA,5.29,1,NA,NA
USGS,06308500,1986-09-25,NA,3620,5,6.57,2,NA,1986-02-26,NA,9.74,1,NA,NA
USGS,06308500,1987-08-14,NA,2180,5,5.04,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1988-06-06,NA,1650,5,4.31,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1989-03-27,NA,1900,5,4.67,2,NA,1989-03-10,NA,7.74,1,NA,NA
USGS,06308500,1990-06-21,NA,1770,5,4.49,2,NA,1990-02-24,NA,4.53,1,NA,NA
USGS,06308500,1991-09-15,NA,3610,5,6.67,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1992-07-06,NA,1510,5,4.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1993-07-04,NA,6530,5,9.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1994-03-04,NA,9100,5,12.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1995-05-14,NA,3270,5,6.95,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1996-06-01,NA,2530,5,6.28,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1997-06-19,NA,3080,5,7,2,NA,1997-02-17,NA,8.66,1,NA,NA
USGS,06308500,1998-06-24,NA,1250,5,4.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,1999-06-14,NA,3330,5,6.9,2,NA,1999-01-13,NA,8.79,1,NA,NA
USGS,06308500,2000-06-04,NA,1470,5,5.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2001-07-27,NA,1150,5,4.65,2,NA,2001-02-10,NA,7.96,1,NA,NA
USGS,06308500,2002-06-25,NA,335,5,3.31,2,NA,2002-03-29,NA,3.84,1,NA,NA
USGS,06308500,2003-03-15,NA,4000,"2,5",10,1,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2004-03-10,NA,500,"1,2,5",5.07,1,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2005-06-09,NA,3750,5,7.4,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2006-05-24,NA,2630,5,6.39,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2007-06-08,NA,8520,5,10.97,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2008-06-27,NA,3240,5,7.06,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2009-06-16,NA,1900,5,5.57,2,NA,2009-03-04,NA,10.2,1,NA,NA
USGS,06308500,2010-05-25,NA,6190,5,9.66,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2011-05-21,NA,15300,5,13.99,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2012-03-07,NA,1200,"1,2,5",NA,NA,NA,2012-03-07,1200,5.37,1,NA,2012-03-07T12:00:00Z
USGS,06308500,2013-05-31,NA,5050,5,8.87,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2014-06-18,NA,3740,5,8.02,2,NA,2014-03-09,NA,13.73,1,NA,NA
USGS,06308500,2015-06-07,NA,3370,5,7.68,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2016-09-25,NA,1140,5,4.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2017-05-22,NA,2620,5,6.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06308500,2018-03-24,08:30,4230,"2,5",NA,NA,NA,2018-03-24,0700,13.91,1,2018-03-24T08:30:00Z,2018-03-24T07:00:00Z
USGS,06308500,2019-03-21,12:15,7470,5,10.59,2,NA,2019-03-21,0915,13.53,1,2019-03-21T12:15:00Z,2019-03-21T09:15:00Z
USGS,06308500,2020-03-01,19:15,1300,5,4.67,2,NA,2020-02-29,1800,7.95,1,2020-03-01T19:15:00Z,2020-02-29T18:00:00Z
USGS,06308500,2021-06-11,02:45,1030,5,4.03,NA,NA,NA,NA,NA,NA,2021-06-11T02:45:00Z,NA
USGS,06308500,2022-07-04,11:30,2800,5,6.88,NA,NA,NA,NA,NA,NA,2022-07-04T11:30:00Z,NA
USGS,06308500,2023-06-20,08:45,3480,5,7.72,NA,NA,NA,NA,NA,NA,2023-06-20T08:45:00Z,NA
USGS,06309000,1923-06-15,NA,53300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1929-06-18,NA,60300,NA,11.2,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1930-06-02,NA,42000,NA,9.08,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1931-06-11,NA,45000,NA,9.49,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1932-06-28,NA,65200,NA,12.17,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1933-06-19,NA,60800,NA,11.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1934-05-11,NA,20100,NA,5.85,2,NA,1934-03-10,NA,11.02,1,NA,NA
USGS,06309000,1935-06-17,NA,66400,NA,12.22,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1936-06-04,NA,51600,NA,10.76,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1937-06-25,NA,51600,NA,11.1,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1938-06-26,NA,74200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1939-06-04,NA,42300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1940-06-10,NA,34900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1941-06-12,NA,36700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1942-06-12,NA,67700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1943-06-26,NA,83700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1944-06-19,NA,96300,NA,NA,NA,NA,1944-03-20,NA,21.71,NA,NA,NA
USGS,06309000,1945-06-28,NA,67700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1946-06-14,NA,50100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1947-06-23,NA,64800,NA,12.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1948-06-08,NA,70500,NA,13.05,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1949-06-15,NA,46100,NA,10.08,2,NA,1949-03-26,NA,10.3,1,NA,NA
USGS,06309000,1950-06-25,NA,57300,NA,11.47,2,NA,1950-04-06,NA,13.8,1,NA,NA
USGS,06309000,1951-06-20,NA,52000,NA,10.86,2,NA,1951-03-26,NA,12.8,1,NA,NA
USGS,06309000,1952-06-10,NA,54400,NA,11.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1953-06-17,NA,58400,NA,11.6,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1954-06-29,NA,44200,NA,9.9,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1955-06-19,NA,37600,NA,9.07,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1956-06-01,NA,60700,NA,12.08,2,NA,1956-03-26,NA,12.42,1,NA,NA
USGS,06309000,1957-06-10,NA,67900,NA,12.86,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1958-05-27,NA,40300,NA,9.9,2,NA,1958-02-21,NA,10.83,1,NA,NA
USGS,06309000,1959-06-18,NA,54200,NA,11.53,2,NA,1959-03-13,NA,12.9,1,NA,NA
USGS,06309000,1960-06-13,NA,32900,NA,8.49,2,NA,1960-03-19,NA,15.5,1,NA,NA
USGS,06309000,1961-06-12,NA,30500,NA,NA,NA,NA,1961-06-01,NA,8.3,1,NA,NA
USGS,06309000,1962-06-18,NA,57100,NA,11.91,2,NA,1962-02-17,NA,14.84,1,NA,NA
USGS,06309000,1963-06-19,NA,61300,NA,12.81,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1964-06-12,NA,62800,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1965-06-30,NA,68400,5,13.32,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1966-06-02,NA,29200,5,8.47,2,NA,1966-03-17,NA,11.1,1,NA,NA
USGS,06309000,1967-06-18,NA,71400,5,13.75,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1968-06-11,NA,63000,5,12.57,2,NA,1968-03-01,NA,16.43,1,NA,NA
USGS,06309000,1969-06-29,NA,48100,5,10.9,2,NA,1969-03-19,NA,16.11,1,NA,NA
USGS,06309000,1970-07-01,NA,59500,5,12.05,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1971-06-26,NA,58300,5,12.1,2,NA,1971-02-14,NA,20.59,1,NA,NA
USGS,06309000,1972-06-11,NA,56000,5,11.57,2,NA,1972-03-10,NA,18.62,1,NA,NA
USGS,06309000,1973-06-12,NA,46300,5,10.42,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1974-06-22,NA,75400,5,13.64,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1975-07-08,NA,70100,5,13.33,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1976-06-13,NA,45700,5,10.46,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1977-06-11,NA,28100,5,7.9,2,NA,1977-01-15,NA,12.85,1,NA,NA
USGS,06309000,1978-05-22,NA,102000,5,16.5,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1979-03-15,NA,53900,5,16.62,2,NA,1979-03-15,1200,20.78,1,NA,1979-03-15T12:00:00Z
USGS,06309000,1980-06-24,NA,33900,5,8.83,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1981-06-12,NA,57200,5,11.38,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1982-07-02,NA,61000,5,11.84,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1983-06-12,NA,41500,5,9.62,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1984-06-23,NA,41800,5,9.21,NA,NA,NA,NA,NA,NA,NA,NA
USGS,06309000,1985-06-10,NA,29600,5,7.67,NA,NA,NA,NA,NA,NA,NA,NA
